Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2002);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
45;21493;Reviews in Computational Chemistry;journal;10693599;2.072;Q1;43;7;23;998;117;23;4.53;142.57;United States;John Wiley & Sons Inc.;1996-2010, 2015;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
46;26423;Organometallics;journal;15206041, 02767333;2.053;Q1;162;839;2477;39814;8705;2462;3.67;47.45;United States;American Chemical Society;1982-ongoing;"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
47;26987;Langmuir;journal;15205827, 07437463;2.035;Q1;300;1614;4114;59106;13564;4107;3.16;36.62;United States;American Chemical Society;1985-ongoing;"Condensed Matter Physics (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Spectroscopy (Q1); Surfaces and Interfaces (Q1)"
48;17594;Journal of Biomolecular NMR;journal;15735001, 09252738;2.024;Q1;98;164;480;3625;1243;311;3.9;22.1;Netherlands;Kluwer Academic Publishers;1991-ongoing;"Biochemistry (Q1); Spectroscopy (Q1)"
49;23488;Current Medicinal Chemistry;journal;09298673;2.023;-;158;148;264;15527;1521;241;5.46;104.91;United Arab Emirates;Bentham Science Publishers;1994-ongoing;"Molecular Medicine (Q1); Pharmacology (Q1)"
50;25939;Macromolecular Rapid Communications;journal;10221336, 15213927;2.015;Q1;139;160;579;4674;1783;576;3.25;29.21;United Kingdom;John Wiley & Sons Ltd.;1994-ongoing;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
51;24016;Journal of Analytical Atomic Spectrometry;journal;02679477;1.978;Q1;104;254;700;9225;2710;698;4.14;36.32;United Kingdom;Royal Society of Chemistry;1986-ongoing;"Analytical Chemistry (Q1); Spectroscopy (Q1)"
52;28623;Combustion and Flame;journal;00102180;1.959;Q1;154;131;571;3932;1401;564;2.37;30.02;Netherlands;Elsevier BV;1957-ongoing;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q1)"
53;18063;Journal of Power Sources;journal;03787753;1.939;Q1;262;518;1226;9598;2644;1219;2.01;18.53;Netherlands;Elsevier BV;1976-ongoing;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Physical and Theoretical Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
54;4400151603;Advances in Inorganic Chemistry;book series;08988838, 15578917;1.916;Q1;50;6;38;871;156;38;3.88;145.17;United States;Elsevier Inc.;1982-1996, 1998-2004, 2006, 2008-ongoing;Inorganic Chemistry (Q1)
55;26969;Journal of Physical Chemistry A;journal;15205215, 10895639;1.916;Q1;212;1563;4563;70811;13082;4544;2.99;45.3;United States;American Chemical Society;1994, 1997-ongoing;"Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
56;23255;Marine Chemistry;journal;03044203;1.874;Q1;117;60;286;2618;755;278;2.43;43.63;Netherlands;Elsevier BV;1972-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Oceanography (Q1); Water Science and Technology (Q1)"
57;25306;Progress in Inorganic Chemistry;book series;00796379;1.871;Q1;48;4;14;1413;67;14;4.79;353.25;United States;John Wiley and Sons Inc.;1996-1998, 2001-2005, 2007, 2009, 2011;Inorganic Chemistry (Q1)
58;26989;Microporous and Mesoporous Materials;journal;13871811;1.869;Q1;139;141;810;4246;2222;810;2.38;30.11;Netherlands;Elsevier BV;1998-ongoing;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
59;26533;Advances in Colloid and Interface Science;journal;00018686;1.822;Q1;156;52;129;4118;472;127;3.45;79.19;Netherlands;Elsevier BV;1967-1972, 1974-ongoing;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1)"
60;25806;Carbon;journal;00086223;1.79;Q1;247;369;804;8847;2086;671;3.04;23.98;United Kingdom;Elsevier Ltd.;1940, 1963-ongoing;Chemistry (miscellaneous) (Q1)
61;26884;Current Opinion in Colloid and Interface Science;journal;13590294;1.782;Q1;131;58;190;2848;564;160;3.16;49.1;United Kingdom;Elsevier Ltd.;1998-ongoing;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
62;25901;Journal of Polymer Science, Part A: Polymer Chemistry;journal;10990518, 0887624X;1.747;Q1;141;485;1460;14674;3597;1459;2.59;30.26;United States;John Wiley & Sons Inc.;1986-ongoing;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
63;26586;Chemical Physics Letters;journal;00092614;1.741;Q1;219;1341;4307;31799;11264;4304;2.64;23.71;Netherlands;Elsevier BV;1967-ongoing;"Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
64;26491;Synlett;journal;09365214, 14372096;1.723;Q1;125;535;1673;16969;3885;1637;2.43;31.72;Germany;Georg Thieme Verlag;1996-ongoing;Organic Chemistry (Q1)
65;130000;Journal of Chromatography A;journal;00219673;1.695;Q1;210;1095;3368;32776;10653;3315;3.3;29.93;Netherlands;Elsevier BV;1958-ongoing;"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1)"
66;16377;Catalysis Today;journal;09205861;1.691;Q1;190;245;1086;5797;2915;1068;2.29;23.66;Netherlands;Elsevier BV;1986-ongoing;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
67;26514;Tetrahedron Letters;journal;00404039;1.681;Q1;159;2301;6950;54269;17032;6880;2.49;23.58;United Kingdom;Elsevier Ltd.;1959-ongoing;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
68;26512;Tetrahedron;journal;00404020;1.673;Q1;209;1110;3408;43534;8438;3359;2.57;39.22;United Kingdom;Elsevier Ltd.;1957-ongoing;"Biochemistry (Q1); Drug Discovery (Q1); Organic Chemistry (Q1)"
69;29476;Corrosion Science;journal;0010938X;1.66;Q1;168;198;426;4715;673;421;1.54;23.81;United Kingdom;Elsevier Ltd.;1961-ongoing;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
70;16413;Chemical Engineering Science;journal;00092509;1.634;Q1;165;428;1755;11817;2788;1749;1.44;27.61;United Kingdom;Elsevier Ltd.;1951-1955, 1957-ongoing;"Applied Mathematics (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1)"
71;25181;Electrochimica Acta;journal;00134686;1.633;Q1;211;426;1384;12453;3169;1375;2.12;29.23;United Kingdom;Elsevier Ltd.;1959-ongoing;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1)"
72;25264;Inorganic Chemistry;journal;00201669, 1520510X;1.631;Q1;210;993;2996;44684;9733;2969;3.32;45;United States;American Chemical Society;1963-ongoing;"Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
73;23524;Electrophoresis;journal;01730835, 15222683;1.614;Q1;150;522;1521;17554;6386;1480;4.38;33.63;United Kingdom;John Wiley & Sons Ltd.;1980-ongoing;"Analytical Chemistry (Q1); Biochemistry (Q1); Clinical Biochemistry (Q1)"
74;27476;Critical Reviews in Solid State and Materials Sciences;journal;10408436;1.61;Q1;49;5;15;1075;36;15;2.67;215;United Kingdom;Taylor & Francis;1977-1984, 1986-ongoing;"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Physical and Theoretical Chemistry (Q1)"
75;24176;Journal of Computational Chemistry;journal;1096987X, 01928651;1.599;Q1;168;167;442;6979;1311;436;2.78;41.79;United States;John Wiley & Sons Inc.;1980-ongoing;"Chemistry (miscellaneous) (Q1); Computational Mathematics (Q1)"
76;25242;Comments on Inorganic Chemistry;journal;02603594, 15489574;1.589;Q1;40;20;38;1199;120;38;2.25;59.95;United Kingdom;Taylor & Francis;1981-ongoing;Inorganic Chemistry (Q1)
77;24641;Journal of Materials Chemistry;journal;13645501, 09599428;1.578;Q1;264;665;1555;22192;4371;1526;2.7;33.37;United Kingdom;Royal Society of Chemistry;1991-2012;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
78;25836;Current Organic Chemistry;journal;13852728;1.533;Q1;97;69;153;8668;316;127;2.11;125.62;United Arab Emirates;Bentham Science Publishers;1997-ongoing;Organic Chemistry (Q1)
79;16944;ChemBioChem;journal;14394227, 14397633;1.528;Q1;117;167;142;7050;469;140;3.35;42.22;United Kingdom;John Wiley & Sons Ltd.;2000-ongoing;"Biochemistry (Q1); Molecular Medicine (Q1); Organic Chemistry (Q1); Molecular Biology (Q2)"
80;26513;Tetrahedron Asymmetry;journal;1362511X, 09574166;1.523;Q1;102;414;1541;11906;3342;1517;2.22;28.76;United Kingdom;Elsevier Ltd.;1990-ongoing;"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Catalysis (Q2)"
81;27027;Applied Physics A: Materials Science and Processing;journal;14320630, 09478396;1.517;Q1;137;844;954;12567;2150;952;1.94;14.89;Germany;Springer Verlag;1988, 1995-ongoing;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
82;24680;Diamond and Related Materials;journal;09259635;1.515;Q1;101;329;1077;6531;2038;1076;1.78;19.85;Netherlands;Elsevier BV;1991-ongoing;"Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Physics and Astronomy (miscellaneous) (Q1)"
83;21444;Polymer;journal;00323861;1.509;Q1;236;818;3113;23451;6123;3095;1.91;28.67;Netherlands;Elsevier BV;1960-ongoing;"Organic Chemistry (Q1); Polymers and Plastics (Q1)"
84;23420;Advances in Chromatography;journal;00652415;1.493;Q1;24;0;25;0;64;23;1.7;0;United States;Marcel Dekker Inc.;1970, 1975-1984, 1986-1987, 1989, 1992-2001, 2003, 2005-ongoing, 2017-ongoing;Analytical Chemistry (Q1)
85;26584;Chemical Physics;journal;03010104;1.48;Q1;110;344;1100;13442;2451;1086;2.33;39.08;Netherlands;Elsevier BV;1973-ongoing;"Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
86;4000152121;Annual Reports on NMR Spectroscopy;book series;00664103;1.465;Q1;38;18;30;3204;97;25;4;178;United States;Elsevier Inc.;1968-1970, 1972, 1974-ongoing;"Atomic and Molecular Physics, and Optics (Q1); Spectroscopy (Q1)"
87;21221;MRS Bulletin;journal;08837694;1.449;Q1;135;194;451;2584;969;439;1.71;13.32;United Kingdom;Cambridge University Press;1980, 1982-ongoing;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
88;25853;European Journal of Organic Chemistry;journal;1434193X;1.442;Q1;142;475;1458;21016;3180;1435;2.25;44.24;United Kingdom;John Wiley & Sons Ltd.;1994-1995, 1998-ongoing;"Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
89;26508;Synthesis;journal;1437210X, 00397881;1.441;Q1;127;402;1028;14224;2128;1015;2.09;35.38;Germany;Georg Thieme Verlag;1972-ongoing;"Organic Chemistry (Q1); Catalysis (Q2)"
90;96876;Journal of the Chemical Society, Perkin Transactions 1;journal;14704358;1.403;Q1;92;388;1551;16112;3354;1528;2.26;41.53;United Kingdom;Royal Society of Chemistry;1965-2002;Chemistry (miscellaneous) (Q1)
91;29887;Solid State Ionics;journal;01672738;1.377;Q1;175;542;1363;10957;2614;1358;1.87;20.22;Netherlands;Elsevier BV;1980-ongoing;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
92;26898;Faraday Discussions;journal;13645498, 13596640;1.376;Q1;97;93;206;4028;554;203;2.32;43.31;United Kingdom;Royal Society of Chemistry;1991-ongoing;Physical and Theoretical Chemistry (Q1)
93;22748;Catalysis Letters;journal;1572879X, 1011372X;1.364;Q1;111;291;802;6893;1480;800;1.69;23.69;Netherlands;Kluwer Academic Publishers;1988-ongoing;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
94;4700152410;Topics in Stereochemistry;book series;19351275, 0082500X;1.362;Q1;13;0;5;0;17;5;0;0;United States;John Wiley & Sons Inc.;1999, 2006-2007, 2010;Chemistry (miscellaneous) (Q1)
95;29886;Solid State Communications;journal;00381098;1.336;Q1;120;457;1491;9014;2718;1484;1.85;19.72;Netherlands;Elsevier BV;1963-ongoing;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Chemistry (Q1)"
96;9500153949;Dalton Transactions;journal;14779226, 14779234;1.329;Q1;168;794;1968;32748;5820;1956;3.09;41.24;United Kingdom;Royal Society of Chemistry;2002-ongoing;Inorganic Chemistry (Q1)
97;25256;European Journal of Inorganic Chemistry;journal;14341948;1.319;Q1;124;390;1018;16074;2575;1005;2.67;41.22;United Kingdom;John Wiley & Sons Ltd.;1973, 1975, 1978, 1980-1981, 1983, 1998-ongoing;Inorganic Chemistry (Q1)
98;25915;Journal of Polymer Science, Part B: Polymer Physics;journal;08876266, 10990488;1.317;Q1;133;297;962;8990;1665;962;1.73;30.27;United States;John Wiley & Sons Inc.;1970, 1986-ongoing;"Condensed Matter Physics (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1)"
99;27550;European Physical Journal E;journal;12928941, 1292895X;1.314;Q1;84;164;272;4913;644;272;2.37;29.96;Germany;Springer Verlag;2000-ongoing;"Biophysics (Q1); Biotechnology (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Surfaces and Interfaces (Q1)"
100;9500154039;Journal of Electroanalytical Chemistry;journal;15726657;1.302;Q1;145;430;1357;14013;2884;1345;2.06;32.59;Netherlands;Elsevier BV;1959-ongoing;"Analytical Chemistry (Q1); Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1)"
101;86852;Analytical Communications;journal;13597337;1.3;Q1;45;0;89;0;223;89;0;0;United Kingdom;Royal Society of Chemistry;1996-1999;Analytical Chemistry (Q1)
102;25280;Journal of Biological Inorganic Chemistry;journal;09498257, 14321327;1.285;Q1;96;100;267;4466;897;257;3.9;44.66;Germany;Springer Verlag;1996-ongoing;"Biochemistry (Q1); Inorganic Chemistry (Q1)"
