Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
42;19779;Ecological Entomology;journal;03076946;1.655;Q1;72;59;182;2251;355;182;2.02;38,15;United Kingdom;Blackwell Publishing Inc.;1976-ongoing;"Ecology (Q1); Insect Science (Q1)"
43;29462;Ground Water Monitoring and Remediation;journal;10693629;1.64;Q1;43;62;147;732;229;140;1.78;11,81;United States;Wiley-Blackwell;1981-ongoing;"Civil and Structural Engineering (Q1); Water Science and Technology (Q1)"
44;29635;Journal of Plankton Research;journal;14643774, 01427873;1.607;Q1;85;144;439;6189;726;433;1.51;42,98;United Kingdom;Oxford University Press;1979-ongoing;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
45;18988;Mutation Research - Reviews in Mutation Research;journal;13835742;1.52;Q1;114;32;65;2680;261;63;4.14;83,75;Netherlands;Elsevier BV;1990-1995, 1997-ongoing;"Health, Toxicology and Mutagenesis (Q1); Genetics (Q2)"
46;16275;AICHE Journal;journal;00011541, 15475905;1.517;Q1;147;250;947;6528;1643;946;1.61;26,11;United States;Wiley-Blackwell;1955-ongoing;"Biotechnology (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Engineering (Q1)"
47;19705;FEMS Microbiology Ecology;journal;01686496;1.507;Q1;135;110;298;3944;733;295;2.43;35,85;United Kingdom;Oxford University Press;1985-ongoing;"Applied Microbiology and Biotechnology (Q1); Ecology (Q1); Microbiology (Q1)"
48;25269;Journal of the Air and Waste Management Association;journal;10962247;1.4880000000000002;Q1;89;175;356;3624;507;346;1.34;20,71;United Kingdom;Taylor & Francis;1987-ongoing;"Management, Monitoring, Policy and Law (Q1); Waste Management and Disposal (Q1)"
49;27049;Global and Planetary Change;journal;09218181;1.47;Q1;114;67;107;3046;226;105;1.71;45,46;Netherlands;Elsevier BV;1988-ongoing;"Global and Planetary Change (Q1); Oceanography (Q1)"
50;12165;Marine Biology;journal;00253162, 14321793;1.47;Q1;108;241;630;10038;1089;625;1.56;41,65;Germany;Springer Verlag;1967-ongoing;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
51;17244;Biological Conservation;journal;00063207;1.462;Q1;173;151;410;6531;744;406;1.57;43,25;Netherlands;Elsevier BV;1968-ongoing;"Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
52;34037;Land Economics;journal;00237639;1.452;Q1;77;42;114;1174;180;114;1.16;27,95;United States;University of Wisconsin Press;1964, 1973-1974, 1976-ongoing;"Economics and Econometrics (Q1); Environmental Science (miscellaneous) (Q1)"
53;12177;Climatic Change;journal;15731480, 01650009;1.4509999999999998;Q1;162;98;258;4437;537;251;1.87;45,28;Netherlands;Reidel Pub. Co.;1977-ongoing;"Atmospheric Science (Q1); Global and Planetary Change (Q1)"
54;23997;Journal of Contaminant Hydrology;journal;01697722;1.45;Q1;90;92;299;3282;415;294;1.40;35,67;Netherlands;Elsevier BV;1986-ongoing;"Environmental Chemistry (Q1); Water Science and Technology (Q1)"
55;22021;Ibis;journal;1474919X, 00191019;1.4369999999999998;Q1;73;71;267;2423;375;264;1.07;34,13;United Kingdom;Blackwell Publishing Inc.;1859-ongoing;"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
56;18795;Water Research;journal;00431354;1.432;Q1;263;451;1237;10878;2240;1213;1.85;24,12;Netherlands;Elsevier BV;1967-ongoing;"Ecological Modeling (Q1); Pollution (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)"
57;19627;Advances in Water Resources;journal;03091708;1.43;Q1;119;52;124;1644;169;124;1.44;31,62;United Kingdom;Elsevier Ltd.;1977-ongoing;Water Science and Technology (Q1)
58;30867;TrAC - Trends in Analytical Chemistry;journal;01659936;1.3869999999999998;Q1;142;80;262;2713;533;246;2.19;33,91;Netherlands;Elsevier BV;1981-ongoing;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
59;29467;Hydrological Processes;journal;10991085, 08856087;1.374;Q1;140;197;379;6029;536;379;1.30;30,60;United States;John Wiley & Sons Inc.;1986-ongoing;Water Science and Technology (Q1)
60;4700152445;Estuaries and Coasts;journal;15592723;1.367;Q1;94;98;229;4151;357;228;1.15;42,36;United States;Springer New York LLC;1978-2001, 2006-ongoing;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
61;79296;Bulletin - Australian Geological Survey Organisation;journal;10392645;1.3659999999999999;Q1;1;0;1;0;2;1;0.00;0,00;Australia;Australian Govt. Pub. Service;1992, 1994-1996;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
62;22226;Forest Science;journal;0015749X;1.365;Q1;69;57;174;2148;214;168;1.20;37,68;United States;Society of American Foresters;1970, 1974-1976, 1978-1991, 1993-ongoing;"Ecological Modeling (Q1); Ecology (Q1); Forestry (Q1)"
63;24135;Bulletin of the American Museum of Natural History;journal;00030090, 19373546;1.3630000000000002;Q1;51;6;10;1159;37;10;3.14;193,17;United States;American Museum of Natural History;1996-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1)"
64;27506;Bulletin de l'Institut Royal des Sciences Naturelles de Belqique, Sciences de la Terre;journal;03746291;1.3519999999999999;Q1;27;28;52;1308;103;52;1.00;46,71;Belgium;Institut Royal des Sciences Naturelles de Belgique;1996-2011;"Ecology (Q1); Paleontology (Q1)"
65;22670;Aerosol Science and Technology;journal;15217388, 02786826;1.348;Q1;95;88;241;1935;259;240;1.03;21,99;United Kingdom;Taylor & Francis;1982-ongoing;"Environmental Chemistry (Q1); Materials Science (miscellaneous) (Q1); Pollution (Q1)"
66;50089;Journal of Hydrology;journal;00221694;1.324;Q1;192;205;796;5853;1125;785;1.48;28,55;Netherlands;Elsevier BV;1949, 1963-1966, 1968-ongoing;Water Science and Technology (Q1)
67;19594;Clays and Clay Minerals;journal;00098604;1.318;Q1;78;87;250;2976;358;250;1.32;34,21;United States;The Clay Minerals Society;1968-ongoing;"Earth and Planetary Sciences (miscellaneous) (Q1); Soil Science (Q1); Water Science and Technology (Q1); Geochemistry and Petrology (Q2)"
68;24602;Aquatic Toxicology;journal;0166445X, 18791514;1.296;Q1;125;62;210;2519;400;206;1.57;40,63;Netherlands;Elsevier BV;1981-ongoing;"Aquatic Science (Q1); Health, Toxicology and Mutagenesis (Q1)"
69;23972;Landscape Ecology;journal;15729761, 09212973;1.294;Q1;115;46;87;2058;152;86;1.44;44,74;United States;Kluwer Academic/Plenum Publishers;1987-ongoing;"Ecology (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q1)"
70;25639;Canadian Journal of Forest Research;journal;00455067, 12086037;1.2930000000000001;Q1;111;218;723;8486;937;709;1.04;38,93;Canada;NRC Research Press;1976-ongoing;"Ecology (Q1); Forestry (Q1); Global and Planetary Change (Q1)"
71;38681;Journal of Sedimentary Research, Section B: Stratigraphy and Global Studies;journal;10731318;1.284;Q1;7;0;17;0;21;17;1.24;0,00;United States;SEPM;1994-1998;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
72;13854;Housing Studies;journal;14661810, 02673037;1.2770000000000001;Q1;64;45;101;1881;122;101;0.86;41,80;United Kingdom;Carfax Publishing Ltd.;1986-ongoing;"Environmental Science (miscellaneous) (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)"
73;29684;Urban Studies;journal;00420980, 1360063X;1.2770000000000001;Q1;131;134;313;5005;398;311;1.00;37,35;United Kingdom;SAGE Publications Ltd;1964-ongoing;"Environmental Science (miscellaneous) (Q1); Urban Studies (Q1)"
74;20266;Microbial Ecology;journal;00953628, 1432184X;1.265;Q1;112;62;168;3200;369;167;2.17;51,61;Germany;Springer Verlag;1974-1977, 1979-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Soil Science (Q1)"
75;19700201636;Soil Research;journal;18386768, 1838675X;1.26;Q1;74;71;244;2530;280;241;1.01;35,63;Australia;CSIRO;1990, 2011-ongoing;"Earth-Surface Processes (Q1); Environmental Science (miscellaneous) (Q1); Soil Science (Q1)"
76;23909;The Analyst;journal;00032654, 13645528;1.2570000000000001;Q1;137;320;1209;7666;2164;1194;1.74;23,96;United Kingdom;Royal Society of Chemistry;1878-1887, 1890-ongoing;"Analytical Chemistry (Q1); Electrochemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1); Biochemistry (Q2)"
77;23911;Analytica Chimica Acta;journal;00032670;1.247;Q1;180;883;1997;23240;3687;1988;1.82;26,32;Netherlands;Elsevier BV;1947-ongoing;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Biochemistry (Q2); Spectroscopy (Q2)"
78;25192;Reviews of Environmental Contamination and Toxicology;book series;01795953;1.234;Q1;65;11;34;1741;69;34;1.96;158,27;Germany;Springer Verlag;1987-ongoing;"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Public Health, Environmental and Occupational Health (Q1)"
79;12175;Climate Research;journal;16161572, 0936577X;1.219;Q1;94;65;105;1951;170;105;1.07;30,02;Germany;Inter-Research Science Publishing;1990-ongoing;"Environmental Chemistry (Q1); Environmental Science (miscellaneous) (Q1); Atmospheric Science (Q2)"
80;20343;Ecosystems;journal;14329840, 14350629;1.219;Q1;131;50;49;2469;94;49;1.92;49,38;Germany;Springer Verlag;1998-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Chemistry (Q1)"
81;21927;Fieldiana Zoology;journal;00150754;1.218;Q1;3;0;3;0;6;3;5.00;0,00;United States;Field Museum;1988-1997;"Earth and Planetary Sciences (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)"
82;22578;Journal of Mammalogy;journal;00222372, 15451542;1.197;Q1;88;120;363;5480;462;363;1.12;45,67;United States;Oxford University Press;1947-1949, 1965-1978, 1980, 1982-1984, 1987-ongoing;"Animal Science and Zoology (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1); Genetics (Q2)"
83;17892;Ecology and Society;journal;17083087;1.185;Q1;119;23;37;875;75;37;2.03;38,04;Canada;The Resilience Alliance;1997-ongoing;Ecology (Q1)
84;23388;Journal of Environmental Radioactivity;journal;0265931X;1.169;Q1;80;118;243;2867;223;237;0.73;24,30;Netherlands;Elsevier BV;1984-ongoing;"Environmental Chemistry (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Waste Management and Disposal (Q1)"
85;30042;Journal of Personality Assessment;journal;15327752, 00223891;1.155;Q1;86;60;244;2038;353;241;1.36;33,97;United States;Lawrence Erlbaum Associates Inc.;1971-ongoing;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Health, Toxicology and Mutagenesis (Q1)"
86;12067;Agricultural and Forest Meteorology;journal;01681923;1.148;Q2;144;150;295;5056;475;290;1.48;33,71;Netherlands;Elsevier BV;1984-ongoing;"Agronomy and Crop Science (Q1); Forestry (Q1); Atmospheric Science (Q2); Global and Planetary Change (Q2)"
87;15066;Fish and Shellfish Immunology;journal;10959947, 10504648;1.122;Q1;103;51;153;2008;307;153;1.83;39,37;United States;Elsevier Inc.;1991-ongoing;"Aquatic Science (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
88;16281;Journal of Geotechnical and Geoenvironmental Engineering - ASCE;journal;10900241;1.117;Q1;129;183;474;2629;289;459;0.50;14,37;United States;American Society of Civil Engineers;1996-ongoing;"Environmental Science (miscellaneous) (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
89;96119;Applied Soil Ecology;journal;09291393;1.112;Q1;99;79;241;2675;288;239;1.11;33,86;Netherlands;Elsevier BV;1994-ongoing;"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1); Soil Science (Q1)"
90;24024;Marine Pollution Bulletin;journal;0025326X;1.11;Q1;147;270;462;7554;754;419;1.54;27,98;United Kingdom;Elsevier Ltd.;1970-ongoing;"Aquatic Science (Q1); Oceanography (Q1); Pollution (Q1)"
91;22904;Oxford Review of Economic Policy;journal;14602121, 0266903X;1.11;Q1;75;35;88;1328;110;88;1.16;37,94;United Kingdom;Oxford University Press;1985-ongoing;"Management, Monitoring, Policy and Law (Q1); Economics and Econometrics (Q2)"
92;4400151701;Journal of Exposure Science and Environmental Epidemiology;journal;1559064X, 15590631;1.103;Q1;81;58;109;1574;176;100;1.21;27,14;United Kingdom;Nature Publishing Group;2006-ongoing;"Pollution (Q1); Public Health, Environmental and Occupational Health (Q1); Toxicology (Q1); Epidemiology (Q2)"
93;19363;Arctic, Antarctic, and Alpine Research;journal;15230430;1.091;Q2;67;52;159;2127;242;156;1.67;40,90;United States;University of Colorado;1996-ongoing;"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Global and Planetary Change (Q2)"
94;20311;Environmental Entomology;journal;0046225X;1.081;Q1;77;159;580;4983;599;580;0.95;31,34;United States;Entomological Society of America;1973-1975, 1978, 1980-1984, 1986-1989, 1992-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)"
95;29470;Hydrological Sciences Journal;journal;02626667;1.078;Q1;83;65;180;1554;177;172;0.98;23,91;United Kingdom;Taylor & Francis;1982-ongoing;Water Science and Technology (Q1)
96;27910;New Zealand Journal of Marine and Freshwater Research;journal;00288330;1.075;Q1;51;60;154;1829;184;151;1.29;30,48;United Kingdom;Taylor & Francis;1967-ongoing;"Aquatic Science (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Water Science and Technology (Q1)"
97;17242;Biodiversity and Conservation;journal;15729710, 09603115;1.069;Q1;114;93;296;4432;413;294;1.11;47,66;Netherlands;Kluwer Academic Publishers;1992-ongoing;"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
98;20465;Journal of Economic Entomology;journal;00220493;1.061;Q1;90;201;687;5090;665;687;0.93;25,32;United Kingdom;Oxford University Press;1947, 1949, 1961, 1965-ongoing;"Ecology (Q1); Insect Science (Q1); Medicine (miscellaneous) (Q1)"
99;24603;Archives of Environmental Contamination and Toxicology;journal;14320703, 00904341;1.051;Q1;98;136;440;4850;587;437;1.28;35,66;Germany;Springer Verlag;1973-ongoing;"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Toxicology (Q1)"
100;13656;Ozone: Science and Engineering;journal;01919512, 15476545;1.044;Q1;44;41;109;644;107;104;1.00;15,71;United Kingdom;Taylor & Francis;1979-ongoing;"Environmental Engineering (Q1); Environmental Chemistry (Q2)"
101;21100322090;Reviews in Fisheries Science and Aquaculture;journal;23308249, 23308257;1.044;Q1;54;11;37;1329;56;37;0.89;120,82;United Kingdom;Taylor and Francis Ltd.;2014-ongoing;"Aquatic Science (Q1); Management, Monitoring, Policy and Law (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
102;50054;Journal of Water Resources Planning and Management - ASCE;journal;07339496;1.043;Q1;87;57;153;1027;160;153;1.11;18,02;United States;American Society of Civil Engineers;1980-ongoing;"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Management, Monitoring, Policy and Law (Q1); Water Science and Technology (Q1)"
103;18132;River Research and Applications;journal;15351459, 15351467;1.043;Q1;84;39;127;1486;176;127;0.96;38,10;United States;John Wiley & Sons Inc.;1996-ongoing;"Environmental Science (miscellaneous) (Q1); Water Science and Technology (Q1); Environmental Chemistry (Q2)"
104;20290;Ecological Economics;journal;09218009;1.042;Q1;174;143;260;4936;343;238;1.12;34,52;Netherlands;Elsevier BV;1989-ongoing;"Environmental Science (miscellaneous) (Q1); Economics and Econometrics (Q2)"
105;27298;ICES Journal of Marine Science;journal;10959289, 10543139;1.036;Q1;105;142;367;3848;423;358;0.97;27,10;United Kingdom;Oxford University Press;1991-ongoing;"Aquatic Science (Q1); Ecology (Q1); Oceanography (Q1); Ecology, Evolution, Behavior and Systematics (Q2)"
