Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2012);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
33;21537;Environmental Science & Technology;journal;0013936X, 15205851;3.115;Q1;345;1781;4669;74201;26535;4250;5.77;41.66;United States;American Chemical Society;1958, 1967-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
34;26947;Journal of Catalysis;journal;10902694, 00219517;3.006;Q1;218;293;797;14575;5199;780;6.15;49.74;United States;Elsevier Inc.;1962-ongoing;"Catalysis (Q1); Physical and Theoretical Chemistry (Q1)"
35;23392;Chemistry - A European Journal;journal;15213765, 09476539;2.935;Q1;220;1940;4713;125780;28529;4642;6.2;64.84;United Kingdom;John Wiley & Sons Ltd.;1995-ongoing;Chemistry (miscellaneous) (Q1)
36;22669;Advanced Synthesis and Catalysis;journal;16154150;2.796;Q1;140;412;1166;27506;6827;1138;5.79;66.76;United Kingdom;John Wiley & Sons Ltd.;1992-ongoing;"Catalysis (Q1); Organic Chemistry (Q1)"
37;5100155074;Journal of Chemical Theory and Computation;journal;15499626, 15499618;2.784;Q1;146;514;1097;33013;6198;1074;5.64;64.23;United States;American Chemical Society;2005-ongoing;"Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1)"
38;21100779404;Macromolecules;journal;00249297, 15205835;2.78;Q1;288;1074;3809;56831;22519;3749;6.02;52.92;United States;American Chemical Society;1968-ongoing;"Inorganic Chemistry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
39;26533;Advances in Colloid and Interface Science;journal;00018686;2.773;Q1;156;54;218;5847;1811;207;7.04;108.28;Netherlands;Elsevier BV;1967-1972, 1974-ongoing;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1)"
40;24641;Journal of Materials Chemistry;journal;13645501, 09599428;2.773;Q1;264;3323;4985;151070;32613;4903;6.49;45.46;United Kingdom;Royal Society of Chemistry;1991-2012;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1)"
41;21100200203;Wiley Interdisciplinary Reviews: Computational Molecular Science;journal;17590876, 17590884;2.755;Q1;62;56;66;5484;423;66;6.41;97.93;United States;John Wiley & Sons Inc.;2011-ongoing;"Biochemistry (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
42;19700188320;ACS Catalysis;journal;21555435;2.729;-;139;325;208;19180;1146;203;5.65;59.02;United States;American Chemical Society;2011-ongoing;Catalysis (Q1)
43;26927;International Reviews in Physical Chemistry;journal;0144235X, 1366591X;2.721;Q1;74;14;36;2662;219;34;5.04;190.14;United Kingdom;Taylor & Francis;1981-1983, 1985-ongoing;Physical and Theoretical Chemistry (Q1)
44;23915;Analytical Chemistry;journal;15206882, 00032700;2.672;Q1;305;1522;4075;59856;25725;3994;6.18;39.33;United States;American Chemical Society;1947-ongoing;Analytical Chemistry (Q1)
45;4900153219;Topics in Organometallic Chemistry;book series;16168534, 14366002;2.613;Q1;52;24;99;2166;526;88;6.3;90.25;Germany;Springer Verlag;2006-ongoing;"Catalysis (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1)"
46;5200153123;Journal of Physical Chemistry C;journal;19327447, 19327455;2.529;Q1;238;3346;9396;157191;50401;9288;5.12;46.98;United States;American Chemical Society;2007-ongoing;"Electronic, Optical and Magnetic Materials (Q1); Energy (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
47;25806;Carbon;journal;00086223;2.518;Q1;247;690;1725;24408;11098;1522;6.89;35.37;United Kingdom;Elsevier Ltd.;1940, 1963-ongoing;Chemistry (miscellaneous) (Q1)
48;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;00796565;2.493;Q1;93;30;76;3620;525;75;7.65;120.67;Netherlands;Elsevier BV;1965-1967, 1969-1973, 1975-1982, 1984-ongoing;"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)"
49;30867;TrAC - Trends in Analytical Chemistry;journal;01659936;2.445;Q1;142;143;369;10610;2519;355;7.09;74.20;Netherlands;Elsevier BV;1981-ongoing;"Analytical Chemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
50;17594;Journal of Biomolecular NMR;journal;15735001, 09252738;2.429;Q1;98;101;275;4491;1210;265;4.07;44.47;Netherlands;Kluwer Academic Publishers;1991-ongoing;"Biochemistry (Q1); Spectroscopy (Q1)"
51;24678;Crystallography Reviews;journal;0889311X;2.407;Q1;24;11;34;423;63;22;2.74;38.45;United Kingdom;Taylor & Francis;1987-1996, 1998-2000, 2002-ongoing;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Structural Biology (Q1)"
52;24738;Lab on a Chip - Miniaturisation for Chemistry and Biology;journal;14730197, 14730189;2.405;Q1;181;683;1499;23990;9084;1455;6.2;35.12;United Kingdom;Royal Society of Chemistry;2001-ongoing;"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
53;15437;Biosensors and Bioelectronics;journal;09565663;2.397;Q1;170;452;1888;16639;11850;1880;6.09;36.81;United Kingdom;Elsevier Ltd.;1990-ongoing;"Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1); Electrochemistry (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
54;19900191733;ChemCatChem;journal;18673880, 18673899;2.394;Q1;86;277;522;13496;2665;491;5.35;48.72;Germany;Wiley - VCH Verlag GmbH & CO. KGaA;2009-ongoing;"Catalysis (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
55;22806;Chemical Record;journal;15278999, 15280691;2.385;Q1;68;35;83;2930;429;76;4.82;83.71;United States;John Wiley & Sons Inc.;2001-ongoing;"Biochemistry (Q1); Biochemistry (medical) (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Medicine (miscellaneous) (Q1)"
56;27035;Progress in Solid State Chemistry;journal;00796786;2.382;Q1;44;6;23;530;106;21;7.57;88.33;United Kingdom;Elsevier Ltd.;1964-1965, 1967, 1971-1973, 1975-1976, 1978-1991, 1993, 1995-ongoing;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
57;25180;Electrochemistry Communications;journal;13882481;2.316;Q1;174;409;1443;8236;7742;1434;4.89;20.14;Netherlands;Elsevier BV;1999-ongoing;Electrochemistry (Q1)
58;130000;Journal of Chromatography A;journal;00219673;2.298;Q1;210;1174;3273;47661;16978;3197;5.11;40.60;Netherlands;Elsevier BV;1958-ongoing;"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1)"
59;4800156201;Chemistry - An Asian Journal;journal;18614728, 1861471X;2.294;Q1;93;378;858;21246;4048;843;4.8;56.21;Germany;Wiley - V C H Verlag GmbbH & Co.;2006-ongoing;Chemistry (miscellaneous) (Q1)
60;25896;Journal of Organic Chemistry;journal;15206904, 00223263;2.286;Q1;210;1311;3844;70669;18237;3772;4.95;53.90;United States;American Chemical Society;1936-ongoing;Organic Chemistry (Q1)
61;18063;Journal of Power Sources;journal;03787753;2.282;Q1;262;1254;3718;41395;20888;3686;5.49;33.01;Netherlands;Elsevier BV;1976-ongoing;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Physical and Theoretical Chemistry (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
62;26953;Journal of Membrane Science;journal;03767388;2.185;Q1;214;620;2084;23792;10132;2051;4.73;38.37;Netherlands;Elsevier BV;1976-ongoing;"Biochemistry (Q1); Filtration and Separation (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
63;26987;Langmuir;journal;15205827, 07437463;2.179;Q1;300;2148;6504;97635;30697;6445;4.6;45.45;United States;American Chemical Society;1985-ongoing;"Condensed Matter Physics (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Spectroscopy (Q1); Surfaces and Interfaces (Q1)"
64;21221;MRS Bulletin;journal;08837694;2.12;Q1;135;200;487;6613;1372;366;3.58;33.07;United Kingdom;Cambridge University Press;1980, 1982-ongoing;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
65;26532;Advances in Catalysis;book series;03600564;2.108;Q1;48;3;16;1276;81;10;8;425.33;United States;Elsevier Inc.;1948, 1950-1960, 1962-1963, 1965-1970, 1972-1973, 1975-1977, 1979-1983, 1985-1987, 1989-1990, 1992-1994, 1996, 1998-2002, 2004, 2006-2007, 2009-ongoing;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
66;25939;Macromolecular Rapid Communications;journal;10221336, 15213927;2.096;Q1;139;265;770;12278;3980;756;5.21;46.33;United Kingdom;John Wiley & Sons Ltd.;1994-ongoing;"Materials Chemistry (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
67;25264;Inorganic Chemistry;journal;00201669, 1520510X;2.094;Q1;210;1573;4351;91871;21532;4296;4.94;58.40;United States;American Chemical Society;1963-ongoing;"Chemistry (miscellaneous) (Q1); Inorganic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
68;19700182678;Polymer Chemistry;journal;17599954, 17599962;2.075;Q1;97;402;547;20035;3012;537;5.61;49.84;United Kingdom;Royal Society of Chemistry;2010-ongoing;"Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
69;16876;Bioconjugate Chemistry;journal;15204812, 10431802;2.064;Q1;161;260;862;11617;4564;851;5.31;44.68;United States;American Chemical Society;1990-ongoing;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1)"
70;17625;Journal of Proteome Research;journal;15353893, 15353907;2.04;Q1;145;549;1730;29410;9487;1647;5.54;53.57;United States;American Chemical Society;2002-ongoing;"Biochemistry (Q1); Chemistry (miscellaneous) (Q1)"
71;23255;Marine Chemistry;journal;03044203;2.026;Q1;117;59;236;3196;842;231;3.4;54.17;Netherlands;Elsevier BV;1972-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Oceanography (Q1); Water Science and Technology (Q1)"
72;25760;Advances in Organometallic Chemistry;book series;00653055;1.985;Q1;48;3;4;509;26;2;13;169.67;United States;Elsevier Inc.;1964-1977, 1979-1987, 1989-1993, 1995-2001, 2003-2008, 2010-ongoing;Organic Chemistry (Q1)
73;25306;Progress in Inorganic Chemistry;book series;00796379;1.971;Q1;48;0;15;0;65;14;1.11;0.00;United States;John Wiley and Sons Inc.;1996-1998, 2001-2005, 2007, 2009, 2011;Inorganic Chemistry (Q1)
74;26423;Organometallics;journal;15206041, 02767333;1.97;Q1;162;1020;2633;65584;10975;2590;4.47;64.30;United States;American Chemical Society;1982-ongoing;"Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1)"
75;18663;Organic Electronics: physics, materials, applications;journal;15661199;1.955;Q1;91;462;890;15439;4013;889;4.11;33.42;Netherlands;Elsevier BV;2000-ongoing;"Biomaterials (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1)"
76;26970;Journal of Physical Chemistry B;journal;15205207, 15206106;1.943;Q1;363;1655;5829;86872;22965;5715;3.83;52.49;United States;American Chemical Society;1997-ongoing;"Materials Chemistry (Q1); Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1)"
77;27011;Physical Chemistry Chemical Physics;journal;14639084, 14639076;1.921;Q1;199;1848;5403;98568;21168;5293;4;53.34;United Kingdom;Royal Society of Chemistry;1999-ongoing;"Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
78;24176;Journal of Computational Chemistry;journal;1096987X, 01928651;1.904;Q1;168;274;879;14876;3830;875;4.24;54.29;United States;John Wiley & Sons Inc.;1980-ongoing;"Chemistry (miscellaneous) (Q1); Computational Mathematics (Q1)"
79;145691;Soft Matter;journal;17446848, 1744683X;1.901;Q1;143;1390;2704;66823;11678;2660;4.15;48.07;United Kingdom;Royal Society of Chemistry;2005-ongoing;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1)"
80;21123;Pharmaceutical Research;journal;07248741, 1573904X;1.895;Q1;191;288;804;11482;4566;749;5.89;39.87;United States;Kluwer Academic/Plenum Publishers;1984-ongoing;"Biotechnology (Q1); Molecular Medicine (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1)"
81;16944;ChemBioChem;journal;14394227, 14397633;1.874;Q1;117;347;1048;14978;4072;994;4.06;43.16;United Kingdom;John Wiley & Sons Ltd.;2000-ongoing;"Biochemistry (Q1); Molecular Medicine (Q1); Organic Chemistry (Q1); Molecular Biology (Q2)"
82;110040;Nanotechnology;journal;09574484, 13616528;1.861;Q1;180;1050;3445;37902;14643;3371;4.12;36.10;United Kingdom;Institute of Physics Publishing;1990-ongoing;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1)"
83;22597;Food Hydrocolloids;journal;0268005X;1.837;Q1;132;214;628;8745;2657;618;4.05;40.86;Netherlands;Elsevier BV;1986, 1996-ongoing;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Food Science (Q1)"
84;28134;Journal of Chemical Physics;journal;10897690, 00219606;1.832;Q1;314;2622;7404;129868;23775;7188;3.22;49.53;United States;American Institute of Physics;1933-ongoing;"Medicine (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
85;26908;Advances in Carbohydrate Chemistry and Biochemistry;journal;00652318;1.825;Q1;36;11;35;5019;156;24;7.18;456.27;United States;Elsevier Inc.;1965-1992, 1994-1995, 1997-2001, 2003-2004, 2006-2007, 2009-ongoing;"Biochemistry (Q1); Organic Chemistry (Q1)"
86;16313;Fuel;journal;00162361;1.813;Q1;181;729;1320;24041;5741;1250;4.17;32.98;Netherlands;Elsevier BV;1922, 1970-ongoing;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
87;24644;Journal of Physical and Chemical Reference Data;journal;15297845, 00472689;1.81;Q1;85;24;45;2549;196;42;3.55;106.21;United States;American Institute of Physics Inc.;1976-1979, 1996-ongoing;"Chemistry (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1)"
88;29591;Journal of the American Society for Mass Spectrometry;journal;10440305;1.809;Q1;118;236;772;9263;2907;748;3.75;39.25;United States;Springer New York LLC;1990-ongoing;"Spectroscopy (Q1); Structural Biology (Q2)"
89;16832;Biochimica et Biophysica Acta - Proteins and Proteomics;journal;15709639;1.808;Q1;134;159;657;10094;2514;640;4.27;63.48;Netherlands;Elsevier BV;2002-ongoing;"Analytical Chemistry (Q1); Biochemistry (Q1); Biophysics (Q1); Molecular Biology (Q2)"
90;24657;Chemosphere;journal;00456535;1.794;Q1;212;755;2565;29821;9895;2520;3.54;39.50;United Kingdom;Elsevier Ltd.;1972-ongoing;"Chemistry (miscellaneous) (Q1); Environmental Chemistry (Q1); Medicine (miscellaneous) (Q1)"
91;25762;Advances in Polymer Science;journal;00653195;1.785;Q1;105;42;130;4877;575;118;4.23;116.12;Germany;Springer Verlag;1958-1961, 1963-1964, 1969, 1976-1982, 1986-1987, 1990-ongoing;"Chemical Engineering (miscellaneous) (Q1); Organic Chemistry (Q1); Polymers and Plastics (Q1)"
92;26588;ChemPhysChem;journal;14394235, 14397641;1.769;Q1;123;502;1340;26796;4728;1297;3.52;53.38;United Kingdom;John Wiley & Sons Ltd.;2000-ongoing;"Atomic and Molecular Physics, and Optics (Q1); Physical and Theoretical Chemistry (Q1)"
93;4700152410;Topics in Stereochemistry;book series;19351275, 0082500X;1.765;Q1;13;0;11;0;25;7;3.57;0.00;United States;John Wiley & Sons Inc.;1999, 2006-2007, 2010;Chemistry (miscellaneous) (Q1)
94;24039;Food Chemistry;journal;03088146;1.762;Q1;221;1697;3791;54904;17198;3749;4.09;32.35;Netherlands;Elsevier BV;1976-ongoing;"Analytical Chemistry (Q1); Food Science (Q1); Medicine (miscellaneous) (Q1)"
95;26898;Faraday Discussions;journal;13645498, 13596640;1.751;Q1;97;179;292;9007;1027;283;3.64;50.32;United Kingdom;Royal Society of Chemistry;1991-ongoing;Physical and Theoretical Chemistry (Q1)
96;23911;Analytica Chimica Acta;journal;00032670;1.744;Q1;180;738;1952;32220;9989;1924;4.87;43.66;Netherlands;Elsevier BV;1947-ongoing;"Analytical Chemistry (Q1); Biochemistry (Q1); Environmental Chemistry (Q1); Spectroscopy (Q1)"
97;19700186746;ACS Combinatorial Science;journal;21568952, 21568944;1.74;Q1;78;101;352;3469;1544;348;4.79;34.35;United States;American Chemical Society;2011-ongoing;"Chemistry (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
98;4400151603;Advances in Inorganic Chemistry;book series;08988838, 15578917;1.726;Q1;50;9;24;933;65;1;0;103.67;United States;Elsevier Inc.;1982-1996, 1998-2004, 2006, 2008-ongoing;Inorganic Chemistry (Q1)
99;20058;Innovative Food Science and Emerging Technologies;journal;14668564;1.718;Q1;96;113;283;4763;1264;283;3.53;42.15;Netherlands;Elsevier BV;2000-ongoing;"Chemistry (miscellaneous) (Q1); Food Science (Q1); Industrial and Manufacturing Engineering (Q1)"
100;144980;Multiscale Modeling and Simulation;journal;15403459;1.703;Q1;57;55;164;2150;348;163;1.73;39.09;United States;Society for Industrial and Applied Mathematics;2004-ongoing;"Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Ecological Modeling (Q1); Modeling and Simulation (Q1); Physics and Astronomy (miscellaneous) (Q1)"
