Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (1999);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
29;16275;AICHE Journal;journal;00011541, 15475905;1.517;Q1;173;248;946;6557;1655;946;1.63;26.44;United States;Northern America;Wiley-Blackwell;1955-2021;"Biotechnology (Q1); Chemical Engineering (miscellaneous) (Q1); Environmental Engineering (Q1)"
30;22748;Catalysis Letters;journal;1572879X, 1011372X;1.506;Q2;125;267;844;6454;1839;844;1.99;24.17;Netherlands;Western Europe;Springer Netherlands;1988-2021;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
31;14422;Journal of Non-Newtonian Fluid Mechanics;journal;03770257;1.505;Q1;108;124;291;3751;622;288;1.82;30.25;Netherlands;Western Europe;Elsevier;1976-2021;"Applied Mathematics (Q1); Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1)"
32;15477;Biotechnology and Bioengineering;journal;00063592, 10970290;1.494;Q1;198;371;982;10932;2319;976;2.17;29.47;Germany;Western Europe;Wiley-VCH Verlag;1962-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1)"
33;84620;Acta Polymerica;journal;03237648;1.49;Q1;47;52;253;1817;445;253;1.92;34.94;United Kingdom;Western Europe;John Wiley and Sons Ltd;1979-1999;"Chemical Engineering (miscellaneous) (Q1); Polymers and Plastics (Q1)"
34;15176;Journal of Pulp and Paper Science;journal;08266220;1.486;Q1;48;77;249;1361;242;249;0.89;17.68;Canada;Northern America;Pulp and Paper Technical Association of Canada (PAPTAC);1983-2010;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Media Technology (Q1)"
35;29210;Physics of Fluids;journal;10706631, 10897666;1.483;-;186;382;1058;10123;1617;1052;1.41;26.5;United States;Northern America;American Institute of Physics;1958-1988, 1994-2021;Condensed Matter Physics (Q1)
36;16876;Bioconjugate Chemistry;journal;15204812, 10431802;1.479;Q1;177;152;326;4644;1092;326;3.43;30.55;United States;Northern America;American Chemical Society;1990-2021;"Bioengineering (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Organic Chemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1)"
37;14923;Advances in Biochemical Engineering/Biotechnology;journal;07246145, 16168542;1.455;Q1;92;17;40;2161;141;40;3.82;127.12;Germany;Western Europe;Springer Science and Business Media Deutschland GmbH;1983-2021;"Applied Microbiology and Biotechnology (Q1); Bioengineering (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1)"
38;13686;Advances in Heat Transfer;book series;00652717;1.386;Q1;33;7;23;721;37;15;1.12;103;United States;Northern America;Academic Press Inc.;1964-1967, 1969-1979, 1982, 1984-1985, 1987, 1989-1999, 2001, 2003-2004, 2006-2007, 2009-2021;"Condensed Matter Physics (Q1); Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1)"
39;16342;Applied Catalysis A: General;journal;0926860X, 18733875;1.382;Q1;224;431;1068;13404;2041;1068;1.67;31.1;Netherlands;Western Europe;Elsevier;1991-2021;"Process Chemistry and Technology (Q1); Catalysis (Q2)"
40;26953;Journal of Membrane Science;journal;03767388;1.381;Q1;267;294;1023;6735;1858;1016;1.64;22.91;Netherlands;Western Europe;Elsevier;1976-2022;"Biochemistry (Q1); Filtration and Separation (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
41;38399;Journal of Microcolumn Separations;journal;10407685;1.379;Q1;43;84;182;1825;415;182;2.48;21.73;United Kingdom;Western Europe;John Wiley and Sons Ltd;1989-2001;"Filtration and Separation (Q1); Mechanical Engineering (Q1)"
42;16377;Catalysis Today;journal;09205861;1.373;Q2;221;384;800;12477;1647;796;1.86;32.49;Netherlands;Western Europe;Elsevier;1986-2021;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
43;13057;"Industrial &amp; Engineering Chemistry Research";journal;15205045, 08885885;1.298;Q1;231;603;1825;15676;2694;1825;1.39;26;United States;Northern America;American Chemical Society;1987-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1)"
44;21971;Topics in Catalysis;journal;15729028, 10225528;1.274;Q2;116;64;86;3526;291;86;3.83;55.09;Netherlands;Western Europe;Springer Netherlands;1994-2021;"Chemistry (miscellaneous) (Q1); Catalysis (Q2)"
45;24595;Chemometrics and Intelligent Laboratory Systems;journal;01697439;1.228;Q1;132;132;254;2715;447;246;1.69;20.57;Netherlands;Western Europe;Elsevier;1986-2021;"Analytical Chemistry (Q1); Computer Science Applications (Q1); Process Chemistry and Technology (Q1); Software (Q1); Spectroscopy (Q2)"
46;26884;Current Opinion in Colloid and Interface Science;journal;13590294;1.205;Q1;153;67;115;3028;240;99;1.89;45.19;United Kingdom;Western Europe;Elsevier BV;1996-2021;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Polymers and Plastics (Q1); Surfaces and Interfaces (Q1)"
47;24670;Chemical Vapor Deposition;journal;15213862, 09481907;1.182;Q1;64;37;107;1072;217;107;2.07;28.97;Germany;Western Europe;Wiley-VCH Verlag;1995-2015;"Chemistry (miscellaneous) (Q1); Process Chemistry and Technology (Q1); Surfaces and Interfaces (Q1)"
48;16413;Chemical Engineering Science;journal;00092509;1.178;Q1;194;575;1272;12729;1693;1263;1.24;22.14;United Kingdom;Western Europe;Elsevier BV;1951-2022;"Applied Mathematics (Q1); Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1)"
49;16315;Fuel Processing Technology;journal;03783820;1.169;Q1;156;55;219;1322;190;218;0.62;24.04;Netherlands;Western Europe;Elsevier;1977-2022;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
50;26508;Synthesis;journal;1437210X, 00397881;1.164;Q2;147;333;811;10836;1566;811;2.01;32.54;Germany;Western Europe;Georg Thieme Verlag;1970-2021;"Organic Chemistry (Q1); Catalysis (Q2)"
51;14592;Theoretical and Computational Fluid Dynamics;journal;09354964, 14322250;1.16;Q1;62;16;103;414;115;103;1.15;25.88;United States;Northern America;Springer New York;1989-2021;"Computational Mechanics (Q1); Condensed Matter Physics (Q1); Engineering (miscellaneous) (Q1); Fluid Flow and Transfer Processes (Q1)"
52;23522;Electrochemical and Solid-State Letters;journal;10990062;1.145;Q1;146;221;98;3502;180;98;1.84;15.85;United States;Northern America;Electrochemical Society, Inc.;1998-2012;"Chemical Engineering (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
53;58483;"Philosophical Magazine B: Physics of Condensed Matter; Statistical Mechanics, Electronic, Optical and Magnetic Properties";journal;13642812;1.125;Q1;60;179;523;4852;651;520;1.22;27.11;United Kingdom;Western Europe;Taylor and Francis Ltd.;1978-2002;"Chemical Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
54;16313;Fuel;journal;00162361, 18737153;1.086;Q1;229;207;687;4462;586;685;0.78;21.56;Netherlands;Western Europe;Elsevier BV;1922, 1970-2022;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Organic Chemistry (Q1)"
55;26950;Journal of Colloid and Interface Science;journal;10957103, 00219797;1.083;Q1;247;684;1925;19201;3328;1891;1.6;28.07;United States;Northern America;Academic Press Inc.;1965-2022;"Biomaterials (Q1); Colloid and Surface Chemistry (Q1); Electronic, Optical and Magnetic Materials (Q1); Surfaces, Coatings and Films (Q1)"
56;26533;Advances in Colloid and Interface Science;journal;00018686;1.078;Q1;194;36;114;3505;265;114;1.46;97.36;Netherlands;Western Europe;Elsevier;1967-1972, 1974-2021;"Colloid and Surface Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Surfaces and Interfaces (Q1)"
57;29476;Corrosion Science;journal;0010938X;1.074;Q1;219;120;494;3014;454;489;0.77;25.12;United Kingdom;Western Europe;Elsevier Ltd.;1961-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
58;27538;Progress in Energy and Combustion Science;journal;03601285;1.072;Q1;196;16;49;2562;119;48;2.17;160.13;United Kingdom;Western Europe;Elsevier BV;1975-2022;"Chemical Engineering (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1)"
59;24600;Computers and Chemical Engineering;journal;00981354;1.05;Q1;144;330;1035;4649;1066;1028;1.03;14.09;United Kingdom;Western Europe;Elsevier BV;1977-2021;"Chemical Engineering (miscellaneous) (Q1); Computer Science Applications (Q1)"
60;21100831009;Molecular Catalysis;journal;24688231;1.049;Q1;166;482;1024;12934;1822;1020;1.73;26.83;Netherlands;Western Europe;Elsevier BV;2017-2021;"Process Chemistry and Technology (Q1); Catalysis (Q2); Physical and Theoretical Chemistry (Q2)"
61;28200;Biomaterials;journal;01429612, 18785905;1.045;Q1;397;262;791;8477;1565;786;1.53;32.35;United Kingdom;Western Europe;Elsevier BV;1980-2021;"Bioengineering (Q1); Biomaterials (Q1); Ceramics and Composites (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q1); Biophysics (Q2)"
62;19823;Corrosion;journal;00109312, 1938159X;1.041;Q1;93;132;322;886;302;322;0.84;6.71;United States;Northern America;National Association of Corrosion Engineers;1969-2020;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
63;14498;Mechanics of Time-Dependent Materials;journal;13852000, 15732738;1.025;Q1;46;20;39;459;34;39;0.87;22.95;Netherlands;Western Europe;Springer Netherlands;1997-2021;"Aerospace Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1)"
64;9500154039;Journal of Electroanalytical Chemistry;journal;15726657;0.997;Q1;163;501;1698;15713;2818;1694;1.56;31.36;Netherlands;Western Europe;Elsevier BV;1959-2021;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q1); Analytical Chemistry (Q2)"
65;14265;Reviews in Chemical Engineering;journal;01678299, 21910235;0.992;Q1;50;13;15;646;27;15;1.15;49.69;Germany;Western Europe;Walter de Gruyter GmbH;1982-1985, 1987-1988, 1990-2021;Chemical Engineering (miscellaneous) (Q1)
66;26581;Catalysis Surveys from Asia;journal;15728803, 15711013;0.973;Q3;55;14;42;481;64;42;1.52;34.36;United States;Northern America;Springer New York;2002-2021;"Chemistry (miscellaneous) (Q1); Catalysis (Q3)"
67;16411;Chemical Engineering Research and Design;journal;17443563, 02638762;0.956;Q1;108;90;318;1878;305;315;0.82;20.87;United Kingdom;Western Europe;Institution of Chemical Engineers;1983-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
68;110040;Nanotechnology;journal;09574484, 13616528;0.956;Q1;211;78;157;1767;225;157;1.48;22.65;United Kingdom;Western Europe;IOP Publishing Ltd.;1990-2021;"Bioengineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Nanoscience and Nanotechnology (Q2)"
69;28623;Combustion and Flame;journal;00102180;0.94;Q1;190;208;484;6370;751;481;1.43;30.63;United States;Northern America;Elsevier Inc.;1957-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Physics and Astronomy (miscellaneous) (Q2)"
70;25181;Electrochimica Acta;journal;00134686;0.936;Q1;249;430;1317;11950;1892;1308;1.27;27.79;United Kingdom;Western Europe;Elsevier Ltd.;1959-2021;"Chemical Engineering (miscellaneous) (Q1); Electrochemistry (Q2)"
71;130080;Journal of Chemical Information and Modeling;journal;1549960X, 15499596;0.931;Q1;169;152;485;4633;1093;483;2.09;30.48;United States;Northern America;American Chemical Society;2005-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Computer Science Applications (Q1); Library and Information Sciences (Q1)"
72;24064;Journal of Supercritical Fluids;journal;08968446;0.924;Q1;119;57;152;1601;215;152;1.29;28.09;Netherlands;Western Europe;Elsevier;1988-2022;"Chemical Engineering (miscellaneous) (Q1); Condensed Matter Physics (Q2); Physical and Theoretical Chemistry (Q2)"
73;24824;New Journal of Chemistry;journal;11440546, 13699261;0.922;Q3;126;210;540;6627;934;540;1.74;31.56;United Kingdom;Western Europe;Royal Society of Chemistry;1996-2021;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Catalysis (Q3)"
74;25881;JAOCS, Journal of the American Oil Chemists' Society;journal;15589331, 0003021X;0.92;Q1;124;225;807;4763;1147;807;1.23;21.17;Germany;Western Europe;"John Wiley &amp; Sons Inc.";1947-2021;"Chemical Engineering (miscellaneous) (Q1); Organic Chemistry (Q1)"
75;15609;Enzyme and Microbial Technology;journal;18790909, 01410229;0.915;-;153;194;523;5387;861;523;1.52;27.77;United States;Northern America;Elsevier Inc.;1979-2022;"Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1); Biochemistry (Q2)"
76;25828;Colloid and Polymer Science;journal;0303402X, 14351536;0.913;Q2;89;169;457;4433;630;457;1.27;26.23;Germany;Western Europe;Springer Verlag;1974-2021;"Materials Chemistry (Q1); Polymers and Plastics (Q1); Colloid and Surface Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
77;26899;Fluid Phase Equilibria;journal;03783812;0.902;Q1;126;318;954;7372;966;946;0.94;23.18;Netherlands;Western Europe;Elsevier;1977-2021;"Chemical Engineering (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2)"
78;20450;International Journal of Multiphase Flow;journal;03019322;0.897;Q1;128;80;218;1989;276;217;1.13;24.86;United Kingdom;Western Europe;Elsevier BV;1973-2021;"Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Physics and Astronomy (miscellaneous) (Q2)"
79;24667;Journal of Wood Chemistry and Technology;journal;15322319, 02773813;0.893;Q1;47;23;82;545;78;82;0.94;23.7;United States;Northern America;Taylor and Francis Ltd.;1981-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
80;25711;Biodegradation;journal;09239820, 15729729;0.878;Q1;82;45;142;1516;187;141;0.79;33.69;Netherlands;Western Europe;Springer Netherlands;1990-2021;"Bioengineering (Q1); Environmental Engineering (Q1); Pollution (Q1); Environmental Chemistry (Q2); Microbiology (Q2)"
81;13716;Petroleum Science and Technology;journal;15322459, 10916466;0.874;Q1;51;63;198;1092;121;195;0.54;17.33;United States;Northern America;Taylor and Francis Ltd.;1997-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Geotechnical Engineering and Engineering Geology (Q1)"
82;24158;"Journal of Chemical &amp; Engineering Data";journal;00219568, 15205134;0.851;Q1;140;279;787;5034;841;787;1.12;18.04;United States;Northern America;American Chemical Society;1956-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
83;13711;Combustion Theory and Modelling;journal;13647830, 17413559;0.846;Q1;64;40;52;1003;69;52;1.33;25.08;United Kingdom;Western Europe;Taylor and Francis Ltd.;1997-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Modeling and Simulation (Q1); Physics and Astronomy (miscellaneous) (Q2)"
84;24528;Solvent Extraction and Ion Exchange;journal;15322262, 07366299;0.842;Q1;67;72;194;1826;212;194;0.89;25.36;United States;Northern America;Taylor and Francis Ltd.;1983-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
85;16078;Journal of Biotechnology;journal;01681656, 18734863;0.841;-;164;201;553;5918;934;529;1.51;29.44;Netherlands;Western Europe;Elsevier;1984-2021;"Applied Microbiology and Biotechnology (Q1); Medicine (miscellaneous) (Q1); Biotechnology (Q2)"
86;28591;Journal of Thermophysics and Heat Transfer;journal;15336808, 08878722;0.829;-;69;85;292;1327;205;291;0.74;15.61;United States;Northern America;American Institute of Aeronautics and Astronautics Inc. (AIAA);1987-2021;Condensed Matter Physics (Q2)
87;22597;Food Hydrocolloids;journal;0268005X;0.822;Q1;174;63;174;1871;242;174;1.36;29.7;Netherlands;Western Europe;Elsevier;1986, 1995-2022;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Food Science (Q1)"
88;20327;Experiments in Fluids;journal;14321114, 07234864;0.785;Q1;128;120;346;2596;268;344;0.68;21.63;Germany;Western Europe;Springer Verlag;1983-2021;"Fluid Flow and Transfer Processes (Q1); Computational Mechanics (Q2); Mechanics of Materials (Q2); Physics and Astronomy (miscellaneous) (Q2)"
89;21458;Pure and Applied Chemistry;journal;00334545;0.779;Q1;157;234;861;3413;1254;861;1.09;14.59;United States;Northern America;Walter de Gruyter GmbH;1960-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
90;20448;International Journal of Heat and Mass Transfer;journal;00179310;0.776;Q1;224;322;1176;8247;1013;1174;0.84;25.61;United Kingdom;Western Europe;Elsevier Ltd.;1960-2022;"Fluid Flow and Transfer Processes (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2)"
91;16085;Journal of Industrial Microbiology and Biotechnology;journal;14765535, 13675435;0.773;-;118;153;367;4833;530;366;1.17;31.59;Germany;Western Europe;Springer Verlag;1996-2021;"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2)"
92;32694;Tappi Journal;trade journal;07341415;0.772;Q1;47;147;543;1977;281;541;0.42;13.45;United States;Northern America;TAPPI Press;1977-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Media Technology (Q1)"
93;17987;International Journal of Robust and Nonlinear Control;journal;10498923, 10991239;0.758;Q1;111;60;204;1337;111;204;0.38;22.28;United Kingdom;Western Europe;John Wiley and Sons Ltd;1991-2021;"Aerospace Engineering (Q1); Biomedical Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1)"
